ClientID,Business_Size,Sales_M1,Sales_M2,Sales_M3,Sales_M4,Sales_M5,Sales_M6,Sales_M7,Sales_M8,Sales_M9,Sales_M10,Sales_M11,Sales_M12,Purchases_M1,Purchases_M2,Purchases_M3,Purchases_M4,Purchases_M5,Purchases_M6,Purchases_M7,Purchases_M8,Purchases_M9,Purchases_M10,Purchases_M11,Purchases_M12,Decl_Sales_M1,Decl_Sales_M2,Decl_Sales_M3,Decl_Sales_M4,Decl_Sales_M5,Decl_Sales_M6,Decl_Sales_M7,Decl_Sales_M8,Decl_Sales_M9,Decl_Sales_M10,Decl_Sales_M11,Decl_Sales_M12,Decl_Purchases_M1,Decl_Purchases_M2,Decl_Purchases_M3,Decl_Purchases_M4,Decl_Purchases_M5,Decl_Purchases_M6,Decl_Purchases_M7,Decl_Purchases_M8,Decl_Purchases_M9,Decl_Purchases_M10,Decl_Purchases_M11,Decl_Purchases_M12,CreditGrade
C1118,small,787695,642499,564780,566106,549496,701493,542091,604322,375192,808901,640458,550719,564729,535364,422493,404355,389696,498230,416080,506910,275821,595082,497191,438110,699546,566116,501903,494088,488102,627913,485862,536157,328380,717901,567137,480680,482013,515041,379377,350207,362718,471120,405554,493140,260873,527497,481408,434051,C
C1119,micro,252938,181990,257582,197442,89806,214396,262487,279610,283563,211289,140734,312341,184184,153308,217188,139262,71803,177972,220371,202020,219228,161507,118134,249886,217544,161232,226688,171360,80039,189277,234590,241982,245326,189885,124611,275093,179219,135421,214530,125020,61333,173376,191342,184693,201285,157310,104116,217959,C
C1120,small,1015521,701623,630048,561139,814715,868671,668315,917207,623945,781563,649229,615543,861063,552074,520013,453680,624439,630862,529515,651903,452279,633526,536917,499272,881154,609408,549892,500177,723801,756012,582782,817305,550453,681622,560669,535234,857727,492871,510622,386052,557967,615261,459875,618895,420634,630148,489061,437666,C
C1121,micro,239069,299050,408247,253674,236977,303932,371243,289667,241846,370447,331240,274820,176473,227758,310211,193265,177869,237588,301126,239234,201059,264876,266732,216103,207778,259055,354973,228288,211651,262669,331433,258831,212927,320293,296286,245730,174473,225434,271525,172889,166706,232958,263670,232362,188793,263002,240858,195876,C
C1122,micro,101319,128888,105740,175289,100434,123284,124261,141820,133973,150659,160946,167939,83804,105553,85677,123561,74927,100259,87882,117004,107632,119886,128801,123521,88870,113239,91155,156853,87112,108562,107102,123039,115475,131638,139293,146481,83093,104377,77260,109211,70928,93088,85722,113601,97632,119836,120446,119583,C
C1123,micro,392101,452523,379842,495427,722810,492911,320687,384846,443645,556968,455855,357244,329321,324350,269221,392028,614099,396610,267563,317150,311904,412668,385411,298766,344272,399659,338544,445880,650284,435880,280149,333102,398578,480825,396899,315573,303206,312458,233339,334774,592063,379979,266290,298875,271866,354345,327621,279399,C
C1124,micro,369380,521424,530584,679617,639236,382466,559217,361286,375997,604770,289350,473781,275073,383491,386569,575630,483445,282097,447483,266182,303519,484091,244466,350083,323797,461293,464720,607480,552055,331451,481295,323045,325699,526786,250312,412907,258070,352621,378982,529006,462803,256834,381963,235713,258686,477213,225069,330137,C
C1125,small,2092017,1826846,1644726,1470585,1773526,2139258,1047552,1763061,2410731,1906041,1441188,1393794,1604391,1352168,1275692,1040223,1294878,1567213,828961,1243048,1843028,1541546,1191811,1094210,1842619,1615489,1438989,1290814,1573296,1883414,932945,1568357,2095066,1695068,1258862,1219794,1389136,1279533,1166689,939082,1160529,1354650,819005,1175468,1611548,1400430,1172840,1049026,C
C1126,small,872989,1303605,748603,1154611,869200,845212,1114893,945854,1132289,659485,927430,842313,646705,1050877,570175,887624,704462,632978,926398,694543,918948,478350,760147,668988,785267,1144133,660833,1021975,754740,741066,999272,821768,987518,588020,819109,756031,580281,958708,567786,801444,660925,539943,862148,688876,810910,475053,735055,641441,C
C1127,micro,400635,206148,366401,443196,312814,242463,241807,425384,487294,469924,361680,150932,303694,170098,307266,329718,263725,190801,203684,319322,351409,364702,275602,125650,345417,179664,319918,391083,281253,218043,208743,367631,428473,417498,315102,131296,287830,150615,298713,280836,263106,181721,194637,306981,339957,340383,258589,114035,C
C1128,small,727543,750394,1815180,2565413,1734310,1040563,1620246,1969642,1606218,2242091,2284720,1662425,527906,570798,1315904,2101706,1396556,797591,1200563,1637512,1250991,1838906,1693038,1359271,633271,662594,1618088,2255143,1504730,930503,1438508,1697874,1436555,1947011,2024871,1488687,453864,543979,1146378,2021152,1298970,688292,1066473,1568429,1240783,1815316,1669490,1314488,C
C1129,medium,1268697,876896,2641690,1560312,2123959,1809247,2390359,1908100,1252886,1321975,1611196,2587125,1006035,642444,2220163,1177509,1556688,1525597,1985326,1621526,1063448,1032421,1328305,2067074,1096406,759614,2328236,1357664,1837995,1611978,2104910,1712534,1088869,1149761,1444536,2232071,869592,591272,2051131,1153942,1411970,1427820,1788854,1559096,942244,997964,1201987,1779297,C
C1130,micro,206228,193223,234379,172903,213229,158308,211997,238261,246095,202496,197145,156110,168536,138567,175362,134031,166177,134557,177749,188657,172910,147425,163245,131520,178152,167436,201844,150887,187853,138976,185873,207212,220430,179511,175011,135242,145386,119979,164394,131571,146511,115145,157744,165803,152978,141379,156999,128872,C
C1131,micro,126967,82157,83012,61122,85028,88019,90772,84220,113691,60541,64856,43856,98019,61507,63308,46054,67169,61782,66552,66932,96553,45019,49969,33672,112831,71025,71420,53576,74941,77266,80825,74817,101426,53688,57345,39217,93532,52376,61420,42122,64697,56647,56723,64906,93892,39980,48994,28839,C
C1132,small,430879,398203,500020,516562,381830,544283,462462,689293,438403,394495,502950,607641,333057,298288,407848,436574,281268,440396,383701,483034,346170,305156,407029,438488,371830,347360,443475,448766,339255,469911,410747,596548,389942,347127,440542,535298,329885,259993,389609,419793,262036,384328,351986,434789,325789,300996,370334,399587,C
C1133,micro,67813,81286,77080,70510,93489,64718,79965,117048,101527,125128,84494,116167,53644,64333,62419,57557,75046,45311,58195,85293,74431,101305,63709,81630,60414,70959,66951,61311,81788,55669,69769,104533,88732,108515,75250,101854,51149,57094,53479,55710,66202,39897,57689,82710,70597,91201,59153,78747,C
C1134,micro,199710,121189,332137,345208,254169,200602,151625,261357,336589,383961,353428,213729,167882,94263,251163,269912,213919,146280,121050,198965,251216,281209,257381,159644,178239,106903,289763,306240,222514,176662,135124,228314,302164,334438,307399,184153,164320,93927,215453,231403,209320,131890,110674,176748,226115,276930,231199,139374,C
C1135,micro,155753,94512,59830,76907,60687,117444,100077,96401,103085,124521,59127,122858,128335,73184,47240,58278,49654,83767,76327,79365,81641,92422,42930,100800,138128,82788,52095,66337,54029,103670,87378,86145,89425,110809,52562,107279,122755,65226,46552,54395,44968,74733,75124,75058,78232,83619,41098,91521,C
C1136,micro,135378,161354,131939,179680,125587,129687,160401,132731,124732,129691,121144,163431,106582,124004,109439,140030,97692,106211,125132,98114,93995,92741,98330,129846,116972,138953,117859,155756,110472,115567,138604,119441,109262,112924,104969,146626,100291,119658,97131,131421,95645,101688,119818,88747,82005,83111,88548,117549,C
C1137,small,294146,350977,313459,432320,350049,379940,392160,434676,351007,415890,345294,273696,229802,266860,237085,351069,283361,266835,294029,344085,249801,314755,285753,197826,256618,314612,271659,381617,312545,337946,346961,383473,315514,373685,297851,244238,196795,232949,227046,307901,278084,259630,289344,300996,235580,276748,264541,171183,C
C1138,micro,61028,61558,68374,31162,49759,29989,68926,39753,68983,55408,43243,38344,51184,43742,57551,23526,38816,23673,57793,30423,57624,40066,34576,32241,53410,54708,60407,27211,43657,26406,60797,34503,60704,49442,37692,33981,43651,38908,55907,22370,35116,20852,57494,26920,54376,36679,30551,30745,C
C1139,micro,352720,286294,382809,216099,324953,303111,453265,247056,358423,270095,232800,209110,254368,225525,309016,164379,270644,218243,376449,198914,301346,210500,173639,164370,315962,254897,341092,192431,283253,271746,396332,222280,316741,233684,205293,182715,246438,210982,287501,144126,231298,205193,356475,179444,276278,189923,152268,144711,C
C1140,micro,308455,179603,387162,336322,576044,454333,390540,269807,357280,240618,169686,336325,241391,149177,324347,244817,415407,371191,285069,214750,257695,195658,136050,257460,272038,155991,341882,295152,503561,398589,341091,241059,320800,213792,148535,296921,205265,133836,296098,212599,367945,335258,251372,196337,223441,169517,116229,228807,C
C1141,micro,42882,55037,57926,52379,72819,62136,35723,52985,67026,45768,36937,40850,34427,44628,44649,41780,51086,50279,28922,37734,47804,37032,30723,31092,38447,47392,51938,45540,64932,53586,32123,45586,59354,40141,32298,35904,31379,43163,44508,39710,46823,49889,27429,32619,43778,32321,27854,27006,C
C1142,small,1162859,987526,848555,1046088,1051960,932391,547275,762982,1007951,1013864,1058472,733173,940786,799309,653397,840508,844187,711091,449393,536836,714033,815812,891453,515921,1025046,860796,741130,918424,922899,828314,476540,670753,888849,909151,952490,647727,864944,763385,584886,822578,825766,688064,396938,526472,690543,766471,864825,489704,C
C1143,micro,38631,69003,83856,75342,85589,79440,30088,58859,90062,58458,72048,50051,29632,57627,67125,59859,61661,60232,23836,42701,75518,45016,54614,41567,33908,60868,74695,67289,73772,71362,26167,52304,78051,50440,63736,44966,29430,52003,61704,58379,57754,53202,22932,42617,70612,42505,51170,35944,C
C1144,micro,458656,397709,459110,398232,320454,340004,284020,473556,392335,537265,224930,280384,341104,285088,385841,283283,224547,287318,228979,369614,332481,451608,164838,237653,396287,352463,397740,355246,283707,302249,253114,413874,349921,478499,197367,246115,319476,284088,333964,254110,224134,279528,215267,318124,315084,383966,142726,206858,C
C1145,medium,4303155,1655801,3713158,3581707,5450718,4442095,3751739,2375500,5499540,4359906,3795210,3985045,3277502,1365665,2728035,3014473,4447166,3591366,3180075,2003019,4140293,3681411,2783747,3032676,3834144,1436627,3286922,3166903,4701435,3949734,3264495,2109869,4895477,3777200,3399426,3583798,3079866,1340874,2689702,2857787,4428110,3341506,2712511,1997748,3759327,3544661,2487096,2782661,C
C1146,micro,641314,395281,361735,330764,566700,471286,563247,507225,278208,431111,360148,289130,480703,325505,291215,277571,409519,396817,429226,407369,216884,338562,303694,235336,566007,352502,322443,288635,487811,414853,498253,446452,240063,381656,318243,257551,436002,323793,260157,256615,391402,360128,410689,394418,206751,314591,282234,209762,C
C1147,micro,60377,26074,56122,54701,72199,40341,38988,55450,54648,45756,45956,49749,48875,21023,47100,42486,56239,31812,27612,39608,42298,37306,36042,37074,53832,23325,50019,47195,64731,35996,34967,49010,47335,40910,40295,42943,43142,19443,42681,38061,51852,29106,26803,36844,41898,32586,35846,32490,C
C1148,micro,337478,304592,484654,309119,453235,403849,409148,282773,221601,342870,306388,277805,284338,254847,376531,253992,357988,336441,310437,236433,157031,263770,249119,224083,303611,264751,435195,268289,392423,360774,367727,248198,191978,305519,268813,242153,272987,230442,363997,226002,344422,308385,278344,202099,135198,261906,236221,207705,C
C1149,micro,289474,263008,398241,484088,172003,182932,313990,329473,311491,378850,233918,220680,203184,198049,311522,397898,135023,151301,239519,250273,263205,270401,191271,155988,254155,233807,347419,431494,150967,159780,281369,284067,268820,334528,201525,191251,188300,182581,268872,384755,118455,145533,236159,236309,232102,241898,165272,137179,C
C1150,micro,610166,410968,379115,505330,423722,284928,516054,308545,459936,378189,292761,252490,462443,320952,273478,417793,313882,239593,368861,255635,348648,298505,230111,190429,531010,367815,327564,446363,374261,252125,450653,267537,404694,336186,253923,225292,397558,281792,238198,357964,275707,214219,335957,217533,338980,283318,221155,166116,C
C1151,micro,197210,341650,335781,284175,116002,198845,244229,274158,316126,288055,261630,153613,146803,261461,248866,212400,85148,149633,181699,217310,230074,234513,206115,112545,176553,303054,301368,253469,103923,177412,214685,244057,279425,254884,230960,134014,145530,235749,241517,191736,72873,136641,171138,194764,228424,210124,196127,101211,C
C1152,small,1706692,1907516,1154650,1262455,1752121,1465494,2320580,1407711,1736168,1218980,1767242,1581197,1261117,1520506,840614,930474,1392867,1148323,1667020,1122353,1332832,877067,1252873,1255948,1478852,1683606,1016708,1127823,1531999,1301915,2042894,1247632,1532624,1074826,1588617,1391652,1146813,1518569,756897,925941,1244359,988643,1506279,1052357,1310628,788433,1216382,1151264,C
C1153,micro,325764,508445,329022,217758,250576,351600,329376,522997,453613,332782,320024,317363,239750,402131,261072,180149,203106,273599,274951,406279,329204,279756,259507,256876,286766,439354,290904,192615,221885,315827,287595,470034,398947,291528,276985,285293,215148,375787,223607,156239,189900,273381,237827,372126,314803,276312,254635,224899,C
C1154,micro,285302,184265,301596,139146,365361,229126,172268,198934,244279,150370,242584,209724,220086,152375,220881,100882,305828,177796,141885,155222,203397,126006,189041,157281,250044,160602,260914,120493,324392,204393,151845,171349,219614,134998,215516,187651,189394,143837,203705,92569,263845,177579,139679,134450,201282,116093,182366,153378,C
C1155,micro,278035,274581,114501,403837,235066,278519,396839,337910,144016,220811,235171,213666,223387,208482,93398,293074,172827,227467,299966,250875,105937,168602,186599,173390,245905,238873,101677,352303,206411,250294,350583,295614,125903,190338,208418,190230,211168,181307,90502,266228,160049,199461,288577,241905,100089,150623,172540,156243,C
C1156,micro,306859,234470,113989,202068,297821,256738,299539,246478,359642,308207,236921,278953,239232,181541,95274,159529,249329,207752,227883,195778,297920,257212,167158,216514,267082,206160,101098,174000,256468,226575,260511,215281,316486,273785,207616,245345,235830,177010,86468,154057,229336,200209,225939,172464,272102,242150,166011,206887,C
C1157,micro,486540,355970,280545,287368,274311,269833,362025,328765,391895,397244,289941,450057,376563,293407,208480,205539,212456,206526,267499,247541,287370,321041,233791,340160,434880,315247,247302,254821,242132,235953,315975,286303,351168,347603,258774,396921,359697,277264,188170,198462,209059,198308,229651,218913,268857,320758,215478,334844,C
C1158,micro,551716,466262,217456,409435,378095,401126,306716,278558,349419,405226,227422,337193,390992,362268,152261,328591,272401,325859,227333,225622,272682,326373,181422,274319,477996,408452,189523,355563,327742,348107,264717,240041,312911,361367,200438,295531,389468,317067,150247,328087,272227,309617,224068,220807,261047,292612,177221,271679,C
C1159,micro,342464,413846,544596,242928,483175,356294,337646,397377,290646,408102,292277,593655,280373,320372,405112,186465,364657,278837,269312,322677,225002,317669,235965,463868,301240,363139,481825,216504,430425,315816,297628,342995,257397,354252,257593,520961,257232,299774,376019,172989,318547,265380,253225,293555,213242,277507,230786,414977,C
C1160,micro,275154,155880,396118,268033,211793,209231,274741,241498,280553,209769,242309,185634,220091,109457,289081,226365,169818,160038,204095,173515,206799,164113,194546,142582,239293,136139,353039,233307,183172,186911,244338,215672,247051,182013,213568,166040,193702,103666,256479,198124,149347,150650,175054,152440,188292,162979,172768,136136,C
C1161,micro,69647,84356,100355,151071,111901,151127,87673,117356,109858,139707,93245,128492,51190,63472,76499,116284,90498,108608,65973,97220,87569,100090,69299,98572,62127,73110,87633,131616,100548,130317,78864,103497,95281,125701,82677,111410,44329,61533,74424,108598,83310,95584,64770,96348,78715,94931,59904,92786,C
C1162,small,2557985,2576835,1958334,1887244,2838436,2613191,2571382,1844999,1352139,2077338,2432309,613310,2007932,1965784,1546071,1516438,2190305,2131468,1934383,1528491,1120998,1503159,1980794,515090,2207156,2300952,1734254,1696726,2545917,2297090,2273055,1631922,1165212,1856005,2122990,544966,1868313,1747165,1510276,1312386,1868288,2111978,1655547,1434025,1102344,1407189,1799806,492702,C
C1163,micro,336332,352579,305821,363987,443856,501313,499936,401615,333030,593011,456129,447560,250017,258306,236097,308818,321907,375040,354789,318938,271820,472040,384620,350672,290668,316139,268906,317533,394578,447782,447743,360354,298865,512405,400749,391727,233052,236464,200999,305751,297054,369276,350671,316101,269166,439628,335861,302060,C
C1164,micro,601655,317195,473563,422878,394498,341560,444412,427979,641399,495180,387399,551366,454012,228742,372412,337977,308470,254107,352392,304046,479351,395661,285296,447240,539567,283181,416299,374860,348721,301053,396147,379342,573570,435870,336274,488468,424295,213698,361036,313830,297760,225047,326701,281027,440330,349897,272705,385050,C
C1165,micro,546835,437782,294994,526932,375469,344432,262538,395188,423732,431038,386899,257422,433324,348009,249440,393208,289456,279124,217645,305304,324042,307899,323683,214515,489653,393153,254455,458736,325229,308762,230821,347661,364880,375928,343373,226192,416415,309962,220672,375077,265134,276039,196443,292739,302674,286079,297680,190508,C
C1166,micro,361479,351340,316915,435326,362492,379502,591653,549366,460875,468465,362887,648161,287071,266914,245884,345973,280038,309950,457342,408242,351259,366732,307883,474376,322955,309485,279199,387528,325823,330652,518174,491171,401803,415758,318861,566267,252938,247483,236031,326981,249432,304738,405416,360533,347941,320924,265401,440072,C
C1167,micro,362120,384867,619203,522524,612499,524501,402295,593729,466430,586205,418991,446952,284287,281075,509701,416693,466266,376047,338837,450551,346437,433712,305788,327135,313451,331846,542804,462015,527902,465274,361360,517214,407026,512051,365043,396648,265061,247779,440712,386752,425614,345068,317580,440197,333468,423331,261732,300249,C
C1168,micro,117529,158777,54449,120805,159588,142871,155220,185783,122541,190500,146779,206470,86942,123156,46167,100996,118614,113977,124606,152556,88021,142290,117995,173431,101605,137022,48794,107863,143476,124564,138788,164578,108517,166834,126842,183814,82861,122902,41016,96527,114016,109565,111309,138583,76540,141795,103618,170554,C
C1169,small,423873,385640,299607,511933,457523,430846,428207,239095,255444,339807,347468,586199,359598,295217,226450,420155,356862,362950,353534,188416,210648,284482,286642,448497,378145,344297,258351,442737,396815,372537,380840,209356,223416,295386,299254,506709,328471,256529,202527,360954,338768,349969,347905,177186,185222,260125,268847,434013,C
C1170,small,1950050,2094046,2123406,1148134,2410079,1585583,1702996,596365,1880799,2005862,2299960,1815671,1475431,1622809,1487469,884062,1915485,1216635,1412492,500351,1412355,1466225,1784827,1530469,1738950,1848171,1859025,1022471,2106910,1390587,1529301,516522,1648152,1771404,2035364,1631917,1336454,1399942,1422042,826959,1665853,1126453,1212650,439766,1361346,1447012,1606329,1377451,C
C1171,micro,343640,190725,372415,322278,225147,295869,251780,307337,212554,238523,262690,267023,265340,161464,309012,254938,167579,210468,189281,241904,165421,179200,210296,214585,308034,167474,330943,277451,201961,255083,225020,267350,184023,206077,227799,231950,249604,146494,279904,243395,144930,186000,169361,212414,141593,154696,199288,188555,C
C1172,small,2122804,1664174,1788828,2112494,2426864,1693289,911280,2053982,2205566,1187538,2016320,1685879,1682084,1389387,1393865,1566123,1903181,1353267,738632,1581714,1586824,904551,1548965,1364972,1837446,1453655,1575679,1886734,2125314,1469364,795037,1794354,1965890,1027660,1753245,1495037,1558846,1296449,1269739,1527959,1687388,1188526,635484,1466374,1533367,871301,1379248,1275248,C
C1173,micro,265572,339526,400507,405581,414734,297896,186011,263327,210076,271560,278361,272427,200843,258412,322610,307289,345305,219465,152614,214664,171802,219564,211774,204836,238499,302852,354210,359969,361436,257787,161265,235555,182168,243109,243658,236062,196107,246319,300876,303322,333884,202003,130778,209145,168823,214834,183429,187529,C
C1174,micro,346507,491490,275009,624631,235702,326896,375068,550700,559013,502147,486198,456384,251932,407890,199872,440740,180625,230172,316293,399376,450760,367752,366138,329010,303511,441806,237122,545371,204442,293837,331784,489270,492940,435133,419236,402710,250487,354610,187117,402529,164180,222003,290893,369802,433258,360327,315149,283306,C
C1175,small,391267,387219,310658,358727,243562,474358,274045,340821,233748,305312,341791,245542,303532,310288,239184,298741,195051,343154,213476,266098,192295,222023,259429,187498,350643,337123,275198,318386,216756,421941,238232,306292,209759,269207,306216,214628,284822,303649,203636,295088,185139,338685,185502,235283,170092,202731,254053,170845,C
C1176,micro,335021,306540,337832,261443,371546,360410,250197,189464,343542,132245,134719,218913,261056,228810,246749,207758,289207,285788,208022,154726,247529,107405,99665,173523,292573,268034,298977,228306,328088,319587,223014,170205,307275,118170,116798,193019,257393,228690,233027,200562,268653,250098,196262,141740,237807,104048,92292,170974,C
C1177,micro,218525,296900,184111,210844,160402,171686,285572,201391,199985,185403,168591,322123,153169,227682,155919,166589,120502,130378,210481,150586,153761,152188,136232,257008,194236,260712,165698,185357,138202,147736,247581,178666,173614,165731,147070,284392,142012,218593,151528,150938,107918,113134,200936,128105,143686,147067,119344,235195,C
C1178,small,1753343,1621345,1879200,2207050,1297574,1996655,2036502,1805578,2092552,2251699,1576375,1862977,1251558,1315424,1552624,1615957,992572,1447353,1600599,1462133,1716213,1694116,1278694,1547368,1575158,1412755,1671864,1900821,1145539,1741120,1788744,1614394,1850310,2009704,1376250,1669712,1186146,1302198,1410980,1385961,887087,1349266,1453116,1314491,1646435,1572722,1267267,1381042,C
C1179,micro,393270,187888,279295,385945,331335,234789,313935,305200,363109,351940,339076,348935,288872,138527,235464,287763,273217,178942,258355,235399,272167,254943,255572,266556,348015,165272,248390,340816,293498,210656,273584,271359,318045,307733,304285,300160,245924,119986,206022,275287,263603,166256,220286,204503,233047,221788,220819,246764,C
C1180,micro,528893,399148,447258,260331,419710,498789,190633,425932,298787,328635,264764,670136,410287,300918,353442,202633,316633,354878,136798,336123,221307,254997,224513,495441,457105,343597,387039,232374,367798,442975,168283,373310,263049,290453,237786,588259,382414,270647,317632,176181,309460,345817,119320,295264,208891,245237,218413,427177,C
C1181,micro,292164,280704,268471,238456,206449,116819,250130,299177,260904,238744,332918,221187,225665,219876,217976,174673,156235,81977,186370,231815,202162,169365,249866,183705,253387,252067,231785,211742,183402,101391,222778,268479,225798,214635,295425,193151,200787,191234,190240,174313,138243,74913,162851,200054,188169,164298,240962,172561,C
C1182,small,429238,539495,614502,579470,606922,101518,493656,465948,287998,394756,277673,614061,335338,427325,515616,483251,515311,82312,392572,373514,234160,331539,222757,488016,377137,470098,538580,510955,536350,88542,425112,406691,257535,351174,242227,536575,296557,417296,510421,467652,486088,70755,383906,337981,212629,324804,191318,418178,C
C1183,micro,336347,307202,267173,292902,260101,275351,270952,322320,263098,298462,262490,295891,237658,215072,214863,207819,206771,207629,216253,236243,213780,216027,214063,209334,301307,267713,234133,254711,226080,246760,238353,277434,229594,267095,230311,257581,218475,211166,209887,177144,179493,176517,190883,226500,195898,187989,205063,192303,C
C1184,micro,150235,114309,90462,126243,104866,109497,138137,167905,92097,91157,107954,166060,127289,91478,66680,104517,75179,89579,114884,133219,76668,74176,85700,118438,133428,102251,79336,108666,94366,96001,120487,148885,81845,78880,94817,143221,120967,83326,61299,96656,74746,82580,100158,121125,67536,71234,83076,116457,C
C1185,micro,113211,182865,163105,170934,143347,68797,197170,185304,67971,165813,82377,177324,87786,149565,116246,133262,110093,55985,142378,149778,57160,119746,67989,132999,101692,158724,145210,151433,125176,61111,175960,162013,60634,144304,72880,155113,76573,136188,103877,118359,97289,55467,126994,138623,54775,103060,62925,127567,C
C1186,small,1414689,875819,857835,431461,1240982,1304874,1036103,768665,791044,441573,610785,1196268,1166539,642583,618219,319806,977208,1003580,803259,636505,640510,359920,496646,990133,1245797,765274,748896,378595,1071414,1152500,901929,680486,693852,397182,539107,1071819,1063421,619557,543257,301836,897939,932298,803127,592781,597642,312320,436556,855317,C
C1187,small,596952,447370,332816,389771,473186,363667,536698,535345,470888,198825,375482,567041,438530,335709,276757,287976,340432,278352,397543,379246,397585,156196,304873,428831,519511,400494,295531,338995,420910,314583,462207,462418,408142,177320,330560,501019,376275,309041,261600,250104,333064,262699,360082,331869,389188,152042,269277,389730,C
C1188,micro,228621,330789,356668,399200,403383,341183,462018,499862,364529,410729,218560,252528,167361,254844,282513,279675,339712,269432,389218,416324,269417,321012,172601,197402,204896,285053,313213,354447,354563,298826,415541,443713,316749,361709,194843,217504,145945,252601,275568,260895,326191,249857,378711,369823,245530,296601,167084,173498,C
C1189,small,1219120,495971,1216741,1281453,1131553,503784,1435780,1091955,2227663,1000137,1922415,794606,853638,386844,946736,1041796,871246,357740,1167252,853575,1600138,710502,1384270,632599,1071478,429745,1060094,1122369,973242,441437,1265307,960928,1997921,899019,1657135,691776,813966,360259,826500,1026235,769593,315383,1055607,777367,1596921,671471,1339900,587135,D
C1190,micro,415538,486452,368524,437082,276126,411449,271780,382115,381443,381911,373933,102316,303273,368297,309908,312490,193644,323958,215639,290031,283616,282679,288813,85389,357630,435692,320556,378937,243399,360265,239838,336984,333221,329360,327430,91409,301687,316724,282938,288094,187803,304402,188557,269010,264190,279319,277050,81167,C
C1191,micro,189437,276978,270245,326132,292070,249955,359710,317762,288868,273268,378207,257191,140029,235384,214480,238594,245566,194234,263079,231759,216495,192345,291720,217291,163014,240516,237782,293347,254520,223681,316317,276819,254875,242617,333504,230780,121540,209037,190919,223697,211862,186363,250000,222107,208471,185669,286159,205819,C
C1192,medium,3374827,3064092,2828391,1986448,3679961,2495812,2060656,3414615,2115079,2331672,1943022,2838890,2619653,2346212,2206879,1564591,2674752,2047231,1642622,2463334,1772380,1918186,1615060,2108523,2957143,2658865,2533027,1729684,3175814,2164767,1835860,3021277,1875991,2065884,1723561,2520123,2569607,2257106,2008313,1338081,2590618,1916913,1510108,2147607,1536437,1767474,1578143,2035774,C
C1193,medium,1985500,3151635,2669173,2382267,3348567,1797194,2242273,2271790,2046855,2001556,2867102,2765299,1486112,2247262,2087973,2002701,2466079,1476683,1664893,1597930,1622498,1511801,2174179,2173635,1744345,2716108,2318707,2119833,3012252,1563836,1950366,2019248,1778353,1788317,2516026,2469103,1379053,1992115,1802934,1777948,2427981,1313394,1569487,1369563,1504716,1355676,1881252,1913150,C
C1194,small,616866,642390,521101,427089,344251,484318,465896,447704,256861,678078,697140,733195,445398,513582,440035,324777,245816,409013,340083,370593,198671,513712,525083,563630,552683,574260,457722,370954,307276,424866,415272,398394,228207,588162,608644,634602,438503,486713,427047,319336,219911,389623,308464,343160,196320,444394,517940,536551,C
C1195,small,472125,212092,516634,576948,280882,497628,323778,327929,489976,430123,250671,381075,340777,152302,402706,441993,222714,385089,258311,260643,391884,360845,195792,266760,424122,184005,446471,504640,247505,428084,290065,294618,430043,378224,225132,331904,309251,136961,383104,420811,221810,345313,256577,226867,360134,315682,183068,248225,C
C1196,micro,399023,367719,306528,412690,280398,321524,278048,408756,438346,286346,280332,80136,307969,260682,232479,325944,236687,242190,203138,289847,353431,214595,200687,62286,350635,319850,275502,362281,248735,281419,241230,367200,390756,247502,242492,70647,299569,239749,201140,307672,214989,242156,187194,248292,304878,208043,186549,57174,C
C1197,small,249200,461531,361614,480148,591667,486457,487745,523423,501248,673242,510626,643887,199849,350635,286928,376636,415327,396991,385034,382114,418884,549009,418735,505120,217335,414463,322915,423568,523028,427942,436018,460213,445505,601612,459037,576200,193451,342788,256405,346993,366643,369823,333704,352361,362532,535297,373801,434462,C
C1198,micro,372908,350686,228274,205253,399825,333825,356489,407324,243211,362053,527359,430985,302399,293788,174266,155092,301987,233801,298924,295378,189956,286897,408666,322828,325289,307877,201240,184042,353031,289111,313393,361567,209480,325437,457921,385368,260721,258833,170587,137292,295790,218104,259942,278056,183896,249546,364778,298782,C
C1199,micro,126618,132181,182223,178165,152833,176020,151235,98181,182301,188207,197024,103265,103632,106814,141700,148911,113740,149222,125519,71750,148796,149965,163879,84864,113909,115712,156895,157554,135613,158284,134566,86888,162695,166555,174596,90339,91076,101875,132787,131411,112696,139155,116208,63317,129040,141256,158398,79003,C
C1200,micro,588039,534337,456381,406731,428032,400718,529822,481888,320639,481825,568144,246528,485480,417481,372776,308863,349345,322484,400217,342531,247334,399971,448274,178687,529203,473811,410425,357200,376452,348763,462715,422621,277451,416133,493633,215825,477379,413268,349934,285722,337300,293269,355527,309866,246992,346584,389426,174001,C
C1201,micro,454535,299718,395919,277316,459426,219142,353761,289503,345408,428942,292946,365415,348074,220453,282565,208443,360205,171574,281062,206208,249311,312547,243123,269641,403254,259879,353030,238924,397841,195782,308017,257537,305922,374462,257296,315749,303083,212523,249361,179880,326239,147074,270171,202079,242637,297182,240200,261249,C
C1202,micro,352100,269363,669160,405869,379057,356896,535649,703538,535450,669505,542474,542919,281352,216063,502179,329061,273761,302874,403754,514479,400644,554037,404334,406907,309920,235956,594074,365074,327945,317102,479508,615622,465783,599572,483468,475285,269335,212982,475193,328460,261862,263358,390257,445699,354929,540091,355690,354623,C
